song_id,song_name,album-name,song_listeners,song_url
9,CADILLAC,BLAKAMERIKA PRESENTS: LOVE LASTS FOREVER,58548,https://www.last.fm/pl/music/Destroy+Lonely/BLAKAMERIKA+PRESENTS:+LOVE+LASTS+FOREVER/CADILLAC
10,SYRUP SIPPIN,BLAKAMERIKA PRESENTS: LOVE LASTS FOREVER,58295,https://www.last.fm/pl/music/Destroy+Lonely/BLAKAMERIKA+PRESENTS:+LOVE+LASTS+FOREVER/SYRUP+SIPPIN
11,LOCK IN,BLAKAMERIKA PRESENTS: LOVE LASTS FOREVER,44557,https://www.last.fm/pl/music/Destroy+Lonely/BLAKAMERIKA+PRESENTS:+LOVE+LASTS+FOREVER/LOCK+IN
12,DOUBT IT,BLAKAMERIKA PRESENTS: LOVE LASTS FOREVER,48955,https://www.last.fm/pl/music/Destroy+Lonely/BLAKAMERIKA+PRESENTS:+LOVE+LASTS+FOREVER/DOUBT+IT
13,WISH YOU WELL,BLAKAMERIKA PRESENTS: LOVE LASTS FOREVER,37625,https://www.last.fm/pl/music/Destroy+Lonely/BLAKAMERIKA+PRESENTS:+LOVE+LASTS+FOREVER/WISH+YOU+WELL
14,SHIP HER OFF,BLAKAMERIKA PRESENTS: LOVE LASTS FOREVER,38660,https://www.last.fm/pl/music/Destroy+Lonely/BLAKAMERIKA+PRESENTS:+LOVE+LASTS+FOREVER/SHIP+HER+OFF
15,Honestly,BLAKAMERIKA PRESENTS: LOVE LASTS FOREVER,35342,https://www.last.fm/pl/music/Destroy+Lonely/BLAKAMERIKA+PRESENTS:+LOVE+LASTS+FOREVER/Honestly
16,TAKE A TRIP,BLAKAMERIKA PRESENTS: LOVE LASTS FOREVER,32819,https://www.last.fm/pl/music/Destroy+Lonely/BLAKAMERIKA+PRESENTS:+LOVE+LASTS+FOREVER/TAKE+A+TRIP
17,EXTRA HIGH,BLAKAMERIKA PRESENTS: LOVE LASTS FOREVER,31751,https://www.last.fm/pl/music/Destroy+Lonely/BLAKAMERIKA+PRESENTS:+LOVE+LASTS+FOREVER/EXTRA+HIGH
18,Thrill,BLAKAMERIKA PRESENTS: LOVE LASTS FOREVER,1,https://www.last.fm/pl/music/Destroy+Lonely&Ken+Carson+(3)/BLAKAMERIKA+PRESENTS:+LOVE+LASTS+FOREVER/Thrill
19,AMERIKA,BLAKAMERIKA PRESENTS: LOVE LASTS FOREVER,29376,https://www.last.fm/pl/music/Destroy+Lonely/BLAKAMERIKA+PRESENTS:+LOVE+LASTS+FOREVER/AMERIKA
1,Intro,NezzusDestroyed,10833,https://www.last.fm/pl/music/Destroy+Lonely/NezzusDestroyed/Intro
1,please dnt touch dis sh*t,please dnt touch dis sh*t,27207,https://www.last.fm/pl/music/Destroy+Lonely/please+dnt+touch+dis+sh*t/please+dnt+touch+dis+sh*t
20,ABOUT MONEY,BLAKAMERIKA PRESENTS: LOVE LASTS FOREVER,373,https://www.last.fm/pl/music/Destroy+Lonely/BLAKAMERIKA+PRESENTS:+LOVE+LASTS+FOREVER/ABOUT+MONEY
21,NO WORRIES,BLAKAMERIKA PRESENTS: LOVE LASTS FOREVER,343,https://www.last.fm/pl/music/Destroy+Lonely/BLAKAMERIKA+PRESENTS:+LOVE+LASTS+FOREVER/NO+WORRIES
22,Pass Me The Keys,BLAKAMERIKA PRESENTS: LOVE LASTS FOREVER,328,https://www.last.fm/pl/music/Destroy+Lonely/BLAKAMERIKA+PRESENTS:+LOVE+LASTS+FOREVER/Pass+Me+The+Keys
23,PRETTIEST ONE,BLAKAMERIKA PRESENTS: LOVE LASTS FOREVER,25852,https://www.last.fm/pl/music/Destroy+Lonely/BLAKAMERIKA+PRESENTS:+LOVE+LASTS+FOREVER/PRETTIEST+ONE
2,Global,NezzusDestroyed,29,https://www.last.fm/pl/music/Nezzus/NezzusDestroyed/Global
3,Smash Bro's,NezzusDestroyed,13401,https://www.last.fm/pl/music/Destroy+Lonely/NezzusDestroyed/Smash+Bro%27s
4,No Hook,NezzusDestroyed,29,https://www.last.fm/pl/music/Nezzus/NezzusDestroyed/No+Hook
5,Addy,NezzusDestroyed,29,https://www.last.fm/pl/music/Nezzus/NezzusDestroyed/Addy
6,Add It Up,NezzusDestroyed,9690,https://www.last.fm/pl/music/Destroy+Lonely/NezzusDestroyed/Add+It+Up
7,Wild,NezzusDestroyed,8798,https://www.last.fm/pl/music/Destroy+Lonely/NezzusDestroyed/Wild
1,Euros,Euros,30320,https://www.last.fm/pl/music/Destroy+Lonely/Euros/Euros
1,Usual,"Forever, ILY. - EP",32836,"https://www.last.fm/pl/music/Destroy+Lonely/Forever,+ILY.+-+EP/Usual"
2,Mollywrld,"Forever, ILY. - EP",46605,"https://www.last.fm/pl/music/Destroy+Lonely/Forever,+ILY.+-+EP/Mollywrld"
3,Luna,"Forever, ILY. - EP",25439,"https://www.last.fm/pl/music/Destroy+Lonely/Forever,+ILY.+-+EP/Luna"
4,Traphousemansion (Interlude),"Forever, ILY. - EP",28337,"https://www.last.fm/pl/music/Destroy+Lonely/Forever,+ILY.+-+EP/Traphousemansion+(Interlude)"
5,Mud,"Forever, ILY. - EP",86078,"https://www.last.fm/pl/music/Destroy+Lonely/Forever,+ILY.+-+EP/Mud"
6,Cutie,"Forever, ILY. - EP",29970,"https://www.last.fm/pl/music/Destroy+Lonely/Forever,+ILY.+-+EP/Cutie"
1,Kick It,Kick It,1911,https://www.last.fm/pl/music/Destroy+Lonely/Kick+It/Kick+It
1,Forever,LOVE LASTS FOREVER V2,60121,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/Forever
1,Tied N,Tied N - Single,36803,https://www.last.fm/pl/music/Destroy+Lonely/Tied+N+-+Single/Tied+N
2,Love Hurts,LOVE LASTS FOREVER V2,20539,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/Love+Hurts
3,LUV4YA,LOVE LASTS FOREVER V2,73,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/LUV4YA
4,Crystal Clear,LOVE LASTS FOREVER V2,49099,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/Crystal+Clear
5,Baby Money,LOVE LASTS FOREVER V2,47354,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/Baby+Money
6,SAY THAT,LOVE LASTS FOREVER V2,47029,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/SAY+THAT
7,PIMP TALK,LOVE LASTS FOREVER V2,46054,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/PIMP+TALK
8,CADILLAC,LOVE LASTS FOREVER V2,58548,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/CADILLAC
9,SYRUP SIPPIN,LOVE LASTS FOREVER V2,58295,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/SYRUP+SIPPIN
10,LOCK IN,LOVE LASTS FOREVER V2,44557,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/LOCK+IN
11,DOUBT IT,LOVE LASTS FOREVER V2,48955,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/DOUBT+IT
12,WISH YOU WELL,LOVE LASTS FOREVER V2,37625,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/WISH+YOU+WELL
13,SHIP HER OFF,LOVE LASTS FOREVER V2,38660,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/SHIP+HER+OFF
14,Honestly,LOVE LASTS FOREVER V2,35342,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/Honestly
15,TAKE A TRIP,LOVE LASTS FOREVER V2,32819,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/TAKE+A+TRIP
16,EXTRA HIGH,LOVE LASTS FOREVER V2,31751,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/EXTRA+HIGH
1,how u feel?,If Looks Could Kill [Clean] [Clean],207382,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/how+u+feel%3F
1,20Yrs Old,20Yrs Old - Single,75204,https://www.last.fm/pl/music/Destroy+Lonely/20Yrs+Old+-+Single/20Yrs+Old
1,Seasons,Lord - EP,22358,https://www.last.fm/pl/music/Destroy+Lonely/Lord+-+EP/Seasons
17,AMERIKA,LOVE LASTS FOREVER V2,29376,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/AMERIKA
18,Thrill,LOVE LASTS FOREVER V2,498,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/Thrill
19,ABOUT MONEY,LOVE LASTS FOREVER V2,373,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/ABOUT+MONEY
20,NO WORRIES,LOVE LASTS FOREVER V2,343,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/NO+WORRIES
21,Pass Me The Keys,LOVE LASTS FOREVER V2,328,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/Pass+Me+The+Keys
22,THE BOUNCE,LOVE LASTS FOREVER V2,16594,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/THE+BOUNCE
23,MAKE A SOUND,LOVE LASTS FOREVER V2,15276,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/MAKE+A+SOUND
2,if looks could kill,If Looks Could Kill [Clean] [Clean],351393,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/if+looks+could+kill
3,fly sht,If Looks Could Kill [Clean] [Clean],133711,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/fly+sht
4,which one,If Looks Could Kill [Clean] [Clean],99318,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/which+one
5,raver,If Looks Could Kill [Clean] [Clean],101387,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/raver
6,came in wit,If Looks Could Kill [Clean] [Clean],85823,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/came+in+wit
7,by the pound,If Looks Could Kill [Clean] [Clean],86999,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/by+the+pound
2,Which 1 / Klueless,Lord - EP,29432,https://www.last.fm/pl/music/Destroy+Lonely/Lord+-+EP/Which+1+%2F+Klueless
3,Layover,Lord - EP,46709,https://www.last.fm/pl/music/Destroy+Lonely/Lord+-+EP/Layover
4,Devil Wears Prada,Lord - EP,39056,https://www.last.fm/pl/music/Destroy+Lonely/Lord+-+EP/Devil+Wears+Prada
1,dream about me.,Dream About Me. - Single,31762,https://www.last.fm/pl/music/Destroy+Lonely/Dream+About+Me.+-+Single/dream+about+me.
24,SEE YOU TOMORROW,LOVE LASTS FOREVER V2,14152,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/SEE+YOU+TOMORROW
25,MEET THE BOSS,LOVE LASTS FOREVER V2,21314,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/MEET+THE+BOSS
26,BLING,LOVE LASTS FOREVER V2,13599,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+V2/BLING
8,all the time,If Looks Could Kill [Clean] [Clean],82574,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/all+the+time
9,biggest problem,If Looks Could Kill [Clean] [Clean],91515,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/biggest+problem
10,chris paul,If Looks Could Kill [Clean] [Clean],80976,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/chris+paul
11,superstar,If Looks Could Kill [Clean] [Clean],77505,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/superstar
12,new new,If Looks Could Kill [Clean] [Clean],86089,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/new+new
13,right now,If Looks Could Kill [Clean] [Clean],71967,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/right+now
14,which way,If Looks Could Kill [Clean] [Clean],66258,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/which+way
15,wagwan,If Looks Could Kill [Clean] [Clean],66064,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/wagwan
16,moment of silence,If Looks Could Kill [Clean] [Clean],65268,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/moment+of+silence
17,brazy girls,If Looks Could Kill [Clean] [Clean],70830,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/brazy+girls
18,goin up,If Looks Could Kill [Clean] [Clean],63529,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/goin+up
19,passenger,If Looks Could Kill [Clean] [Clean],60984,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/passenger
20,promo,If Looks Could Kill [Clean] [Clean],52293,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/promo
21,worth it,If Looks Could Kill [Clean] [Clean],55050,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/worth+it
1,Molly Mileage,Sometimes U Lose..,97,https://www.last.fm/pl/music/Destroy+Lonely/Sometimes+U+Lose../Molly+Mileage
22,redlight,If Looks Could Kill [Clean] [Clean],56615,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/redlight
23,make sum work,If Looks Could Kill [Clean] [Clean],54909,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/make+sum+work
24,safety (interlude),If Looks Could Kill [Clean] [Clean],4200,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/safety+(interlude)
25,your eyes,If Looks Could Kill [Clean] [Clean],63909,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/your+eyes
26,money & sex (bonus),If Looks Could Kill [Clean] [Clean],4169,https://www.last.fm/pl/music/Destroy+Lonely+&+Ken+Carson/If+Looks+Could+Kill+%5BClean%5D+%5BClean%5D/money+&+sex+(bonus)
2,alone,Sometimes U Lose..,1367,https://www.last.fm/pl/music/Destroy+Lonely/Sometimes+U+Lose../alone
3,ya dig freestyle,Sometimes U Lose..,617,https://www.last.fm/pl/music/Destroy+Lonely/Sometimes+U+Lose../ya+dig+freestyle
4,M.I.S,Sometimes U Lose..,901,https://www.last.fm/pl/music/Destroy+Lonely/Sometimes+U+Lose../M.I.S
1,Luv 4 Ya,Luv 4 Ya - single,94568,https://www.last.fm/pl/music/Destroy+Lonely/Luv+4+Ya+-+single/Luv+4+Ya
1,Euros,Euros - Single,30320,https://www.last.fm/pl/music/Destroy+Lonely/Euros+-+Single/Euros
1,red dead,Red Dead - Single,47195,https://www.last.fm/pl/music/Destroy+Lonely/Red+Dead+-+Single/red+dead
1,N(N),N(N) - Single,33525,https://www.last.fm/pl/music/Destroy+Lonely/N(N)+-+Single/N(N)
1,the city,the city,2875,https://www.last.fm/pl/music/Destroy+Lonely/the+city/the+city
1,Vamp,Vamp - Single,37489,https://www.last.fm/pl/music/Destroy+Lonely/Vamp+-+Single/Vamp
1,undercover,Undercover - Single,31182,https://www.last.fm/pl/music/Destroy+Lonely/Undercover+-+Single/undercover
1,In God We Trust,In God We Trust - Single,3980,https://www.last.fm/pl/music/Destroy+Lonely/In+God+We+Trust+-+Single/In+God+We+Trust
1,Top Floor Boss,‎</3²,71846,https://www.last.fm/pl/music/Destroy+Lonely/%E2%80%8E%3C%2F3%C2%B2/Top+Floor+Boss
1,please dnt touch dis sh*t,Please Dnt Touch Dis Sh*T - Single,27207,https://www.last.fm/pl/music/Destroy+Lonely/Please+Dnt+Touch+Dis+Sh*T+-+Single/please+dnt+touch+dis+sh*t
2,Oh Yeah,‎</3²,101392,https://www.last.fm/pl/music/Destroy+Lonely/%E2%80%8E%3C%2F3%C2%B2/Oh+Yeah
3,Pop Shit / Xtra,‎</3²,70827,https://www.last.fm/pl/music/Destroy+Lonely/%E2%80%8E%3C%2F3%C2%B2/Pop+Shit+%2F+Xtra
4,Miley Cyrus,‎</3²,99242,https://www.last.fm/pl/music/Destroy+Lonely/%E2%80%8E%3C%2F3%C2%B2/Miley+Cyrus
5,F.U.N,‎</3²,145687,https://www.last.fm/pl/music/Destroy+Lonely/%E2%80%8E%3C%2F3%C2%B2/F.U.N
6,Ya Ight,‎</3²,63803,https://www.last.fm/pl/music/Destroy+Lonely/%E2%80%8E%3C%2F3%C2%B2/Ya+Ight
7,Dover Street Market,‎</3²,99205,https://www.last.fm/pl/music/Destroy+Lonely/%E2%80%8E%3C%2F3%C2%B2/Dover+Street+Market
8,Tokyo Mission Impossible,‎</3²,60200,https://www.last.fm/pl/music/Destroy+Lonely/%E2%80%8E%3C%2F3%C2%B2/Tokyo+Mission+Impossible
9,OK BAE,‎</3²,56845,https://www.last.fm/pl/music/Destroy+Lonely/%E2%80%8E%3C%2F3%C2%B2/OK+BAE
10,Take a Pic (Interlude),‎</3²,37194,https://www.last.fm/pl/music/Destroy+Lonely/%E2%80%8E%3C%2F3%C2%B2/Take+a+Pic+(Interlude)
11,Movie,‎</3²,49703,https://www.last.fm/pl/music/Destroy+Lonely/%E2%80%8E%3C%2F3%C2%B2/Movie
12,Groupie Btch,‎</3²,36924,https://www.last.fm/pl/music/Destroy+Lonely/%E2%80%8E%3C%2F3%C2%B2/Groupie+Btch
13,Do or Die,‎</3²,42932,https://www.last.fm/pl/music/Destroy+Lonely/%E2%80%8E%3C%2F3%C2%B2/Do+or+Die
14,Komin' Back,‎</3²,47636,https://www.last.fm/pl/music/Destroy+Lonely/%E2%80%8E%3C%2F3%C2%B2/Komin%27+Back
15,CDG,‎</3²,42142,https://www.last.fm/pl/music/Destroy+Lonely/%E2%80%8E%3C%2F3%C2%B2/CDG
1,Miley Cyrus,Miley Cyrus - Single,99242,https://www.last.fm/pl/music/Destroy+Lonely/Miley+Cyrus+-+Single/Miley+Cyrus
16,Diamonds & Foreigns,‎</3²,52476,https://www.last.fm/pl/music/Destroy+Lonely/%E2%80%8E%3C%2F3%C2%B2/Diamonds+&+Foreigns
1,Cult,Cult,1549,https://www.last.fm/pl/music/Destroy+Lonely/Cult/Cult
1,FUK GOIN,Fuk Goin - Single,7569,https://www.last.fm/pl/music/Destroy+Lonely/Fuk+Goin+-+Single/FUK+GOIN
1,$$$,$$$ - Single,12419,https://www.last.fm/pl/music/Destroy+Lonely/$$$+-+Single/$$$
1,if looks could kill,if looks could kill [Clean],351393,https://www.last.fm/pl/music/Destroy+Lonely/if+looks+could+kill+%5BClean%5D/if+looks+could+kill
1,PRESIDENT (feat. Ken Carson),President (feat. Ken Carson) - Single,1469,https://www.last.fm/pl/music/Southside+&+Destroy+Lonely/President+(feat.+Ken+Carson)+-+Single/PRESIDENT+(feat.+Ken+Carson)
1,Top Floor Boss [Explicit],</3² [Explicit],6,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3%C2%B2+%5BExplicit%5D/Top+Floor+Boss+%5BExplicit%5D
1,Bane [Explicit],Bane [Explicit],24,https://www.last.fm/pl/music/Destroy+Lonely/Bane+%5BExplicit%5D/Bane+%5BExplicit%5D
1,how u feel? [Explicit],If Looks Could Kill (Directors Cut) [Explicit],24,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BExplicit%5D/how+u+feel%3F+%5BExplicit%5D
1,please dnt touch dis sh*t,please dnt touch dis sh*t [Explicit],27207,https://www.last.fm/pl/music/Destroy+Lonely/please+dnt+touch+dis+sh*t+%5BExplicit%5D/please+dnt+touch+dis+sh*t
1,FOREVER [Explicit],LOVE LASTS FOREVER [Explicit],3,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+%5BExplicit%5D/FOREVER+%5BExplicit%5D
2,Oh Yeah [Explicit],</3² [Explicit],2,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3%C2%B2+%5BExplicit%5D/Oh+Yeah+%5BExplicit%5D
3,Pop Shit / Xtra [Explicit],</3² [Explicit],7,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3%C2%B2+%5BExplicit%5D/Pop+Shit+%2F+Xtra+%5BExplicit%5D
4,Miley Cyrus [Explicit],</3² [Explicit],10,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3%C2%B2+%5BExplicit%5D/Miley+Cyrus+%5BExplicit%5D
5,F.U.N [Explicit],</3² [Explicit],10,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3%C2%B2+%5BExplicit%5D/F.U.N+%5BExplicit%5D
6,Ya Ight [Explicit],</3² [Explicit],4,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3%C2%B2+%5BExplicit%5D/Ya+Ight+%5BExplicit%5D
7,Dover Street Market [Explicit],</3² [Explicit],8,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3%C2%B2+%5BExplicit%5D/Dover+Street+Market+%5BExplicit%5D
8,Tokyo Mission Impossible [Explicit],</3² [Explicit],381,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3%C2%B2+%5BExplicit%5D/Tokyo+Mission+Impossible+%5BExplicit%5D
2,if looks could kill [Explicit],If Looks Could Kill (Directors Cut) [Explicit],41,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BExplicit%5D/if+looks+could+kill+%5BExplicit%5D
3,fly sht [Explicit],If Looks Could Kill (Directors Cut) [Explicit],16,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BExplicit%5D/fly+sht+%5BExplicit%5D
4,which one [Explicit],If Looks Could Kill (Directors Cut) [Explicit],9,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BExplicit%5D/which+one+%5BExplicit%5D
5,raver [Explicit],If Looks Could Kill (Directors Cut) [Explicit],11,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BExplicit%5D/raver+%5BExplicit%5D
6,came in wit [Explicit],If Looks Could Kill (Directors Cut) [Explicit],5,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BExplicit%5D/came+in+wit+%5BExplicit%5D
7,by the pound [Explicit],If Looks Could Kill (Directors Cut) [Explicit],8,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BExplicit%5D/by+the+pound+%5BExplicit%5D
2,LOVE HURTS [Explicit],LOVE LASTS FOREVER [Explicit],7,https://www.last.fm/pl/music/Destroy+Lonely+&+Lil+Uzi+Vert/LOVE+LASTS+FOREVER+%5BExplicit%5D/LOVE+HURTS+%5BExplicit%5D
3,LUV 4 YA [Explicit],LOVE LASTS FOREVER [Explicit],8,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+%5BExplicit%5D/LUV+4+YA+%5BExplicit%5D
4,CRYSTAL CLEAR [Explicit],LOVE LASTS FOREVER [Explicit],1,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+%5BExplicit%5D/CRYSTAL+CLEAR+%5BExplicit%5D
5,BABY MONEY [Explicit],LOVE LASTS FOREVER [Explicit],2,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+%5BExplicit%5D/BABY+MONEY+%5BExplicit%5D
6,SAY THAT [Explicit],LOVE LASTS FOREVER [Explicit],3,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+%5BExplicit%5D/SAY+THAT+%5BExplicit%5D
7,PIMP TALK [Explicit],LOVE LASTS FOREVER [Explicit],4,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+%5BExplicit%5D/PIMP+TALK+%5BExplicit%5D
8,CADILLAC [Explicit],LOVE LASTS FOREVER [Explicit],5,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+%5BExplicit%5D/CADILLAC+%5BExplicit%5D
9,SYRUP SIPPIN [Explicit],LOVE LASTS FOREVER [Explicit],3,https://www.last.fm/pl/music/Destroy+Lonely/LOVE+LASTS+FOREVER+%5BExplicit%5D/SYRUP+SIPPIN+%5BExplicit%5D
9,OK BAE [Explicit],</3² [Explicit],4,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3%C2%B2+%5BExplicit%5D/OK+BAE+%5BExplicit%5D
10,Take a Pic (Interlude) [Explicit],</3² [Explicit],5,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3%C2%B2+%5BExplicit%5D/Take+a+Pic+(Interlude)+%5BExplicit%5D
11,Movie [Explicit],</3² [Explicit],6,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3%C2%B2+%5BExplicit%5D/Movie+%5BExplicit%5D
12,Groupie Btch [Explicit],</3² [Explicit],3,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3%C2%B2+%5BExplicit%5D/Groupie+Btch+%5BExplicit%5D
13,Do or Die [Explicit],</3² [Explicit],4,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3%C2%B2+%5BExplicit%5D/Do+or+Die+%5BExplicit%5D
14,Komin' Back [Explicit],</3² [Explicit],5,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3%C2%B2+%5BExplicit%5D/Komin%27+Back+%5BExplicit%5D
15,CDG [Explicit],</3² [Explicit],6,https://www.last.fm/pl/music/Destroy+Lonely/%3C%2F3%C2%B2+%5BExplicit%5D/CDG+%5BExplicit%5D
8,all the time [Explicit],If Looks Could Kill (Directors Cut) [Explicit],7,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BExplicit%5D/all+the+time+%5BExplicit%5D
9,biggest problem [Explicit],If Looks Could Kill (Directors Cut) [Explicit],10,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BExplicit%5D/biggest+problem+%5BExplicit%5D
10,chris paul [Explicit],If Looks Could Kill (Directors Cut) [Explicit],9,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BExplicit%5D/chris+paul+%5BExplicit%5D
11,catch a kill [Explicit],If Looks Could Kill (Directors Cut) [Explicit],8,https://www.last.fm/pl/music/Destroy+Lonely/If+Looks+Could+Kill+(Directors+Cut)+%5BExplicit%5D/catch+a+kill+%5BExplicit%5D
